FECHA,IMPORTE
2020-03-01,250.0
2020-03-01,535.0
2020-03-01,1322.0
2020-03-01,1200.0
2020-03-01,1077.0
2020-03-01,0.0
2020-03-01,1800.0
2020-03-01,219.02
2020-03-01,135.76
2020-03-01,590.0
2020-03-01,1742.0
2020-03-01,0.0
2020-03-01,727.0
2020-03-01,125.0
2020-03-01,181.22
2020-03-01,760.4
2020-03-01,511.0
2020-03-01,70.0
2020-03-01,476.0
2020-03-01,61.08
2020-03-01,4130.0
2020-03-01,4129.65
2020-03-01,2728.0
2020-03-01,817.45
2020-03-01,989.12
2020-03-01,519.39
2020-03-01,1767.52
2020-03-01,1932.69
2020-03-01,0.0
2020-03-01,0.0
2020-03-01,0.0
2020-03-01,6958.12
2020-03-01,2046.13
2020-03-01,1649.05
2020-03-01,0.0
2020-03-01,0.0
2020-03-01,15.97
2020-03-01,206.07
2020-03-01,960.0
2020-03-01,0.0
2020-03-01,0.0
2020-03-01,70.0
2020-03-01,0.0
2020-03-01,303.73
2020-03-01,812.5
2020-03-01,0.0
2020-03-01,492.24
2020-03-01,166.76
2020-03-01,5039.65
2020-03-01,0.0
2020-03-01,2288.85
2020-03-01,958.28
2020-03-01,405.0
2020-03-01,4278.0
2020-03-01,5000.0
2020-03-01,5000.0
2020-03-01,0.0
2020-03-01,239.86
2020-03-01,1950.0
2020-03-01,0.01
2020-03-01,105.0
2020-03-01,55.89
2020-04-01,0.0
2020-04-01,130.0
2020-04-01,1495.7
2020-04-01,6544.38
2020-04-01,6598.23
2020-04-01,1110.0
2020-04-01,264.62
2020-04-01,344.51
2020-04-01,4200.0
2020-04-01,2247.0
2020-04-01,100.23
2020-04-01,0.0
2020-04-01,441.86
2020-04-01,490.0
2020-04-01,195.0
2020-04-01,0.0
2020-04-01,4500.0
2020-04-01,0.0
2020-04-01,1046.83
2020-04-01,15.79
2020-04-01,650.0
2020-04-01,3456.0
2020-04-01,742.0
2020-04-01,3570.0
2020-04-01,3.06
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,596.0
2020-04-01,752.43
2020-04-01,674.62
2020-04-01,674.62
2020-04-01,674.62
2020-04-01,5344.76
2020-04-01,5152.17
2020-04-01,6300.0
2020-04-01,0.0
2020-04-01,5000.0
2020-04-01,0.0
2020-04-01,198.0
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,3048.0
2020-04-01,1139.12
2020-04-01,0.0
2020-04-01,840.52
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,4000.0
2020-04-01,445.3
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,172.6
2020-04-01,336.9
2020-04-01,287.94
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,200.0
2020-04-01,1550.0
2020-04-01,2315.0
2020-04-01,0.0
2020-04-01,1265.2
2020-04-01,6598.23
2020-04-01,4725.73
2020-04-01,2.5
2020-04-01,0.0
2020-04-01,2000.0
2020-04-01,986.1
2020-04-01,4380.0
2020-04-01,1919.61
2020-04-01,1440.75
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,2647.5
2020-04-01,6709.29
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,1437.0
2020-04-01,2374.0
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,1337.93
2020-04-01,476.73
2020-04-01,3206.64
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,2750.0
2020-04-01,6699.0
2020-04-01,58.04
2020-04-01,843.98
2020-04-01,846.0
2020-04-01,0.0
2020-04-01,100.22
2020-04-01,4999.9
2020-04-01,2360.46
2020-04-01,330.01
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,107.13
2020-04-01,180.0
2020-04-01,0.0
2020-04-01,356.5
2020-04-01,4539.6
2020-04-01,6598.23
2020-04-01,159.05
2020-04-01,0.0
2020-04-01,3000.0
2020-04-01,1420.77
2020-04-01,815.02
2020-04-01,815.02
2020-04-01,336.9
2020-04-01,2846.35
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,598.0
2020-04-01,6665.4
2020-04-01,6178.2
2020-04-01,1000.0
2020-04-01,0.0
2020-04-01,1932.69
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,1767.52
2020-04-01,539.0
2020-04-01,9.9
2020-04-01,58.06
2020-04-01,0.0
2020-04-01,6285.91
2020-04-01,250.01
2020-04-01,47.66
2020-04-01,823.01
2020-04-01,0.0
2020-04-01,105.0
2020-04-01,4240.0
2020-04-01,2025.85
2020-04-01,1438.79
2020-04-01,4038.7999999999997
2020-04-01,240.52
2020-04-01,0.0
2020-04-01,4310.34
2020-04-01,4130.0
2020-04-01,0.0
2020-04-01,946.78
2020-04-01,0.0
2020-04-01,200.0
2020-04-01,2949.75
2020-04-01,18.97
2020-04-01,0.0
2020-04-01,0.0
2020-04-01,4100.0
